claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,auto_accepted,would_auto_accept_after_all_gates,retrieval_source,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,reviewer_check_point,reviewer_risk_level,reviewer_source_note,priority_score
850,60 saniyelik özel bir egzersiz yüzdeki sarkma sürecini tersine çevirmeye başlar.,mucize-ürün,high,ut7LN1iLSGA,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Yüzünüz Sarkiyor Çünkü Omurganiz Suçlu! 1 Daki̇kalik Boyun Egzersi̇zi̇ Ameli̇yatsiz Kaldiriyor,133,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/24296342/,"Pakette 7 haftalık günlük yüz egzersizi çalışması sadece üst dudak bölgesinde tek bir anlamlı fark buldu ve genel olarak 'yüz egzersizlerinin etkili olduğu sonucuna varılamaz' denildi; bu, 60 saniyelik bir egzersizin sarkmayı tersine çevirmeye 'başladığı' iddiasını desteklemiyor. Web aramasındaki dermatolog görüşleri de sarkmanın kollajen, elastin ve yağ kaybından kaynaklandığını, kas güçlendirmenin bu yapısal kaybı telafi edemeyeceğini vurguluyor. 60 saniye gibi çok kısa bir sürede ölçülebilir/tersinir bir etki olduğuna dair hiçbir doğrudan klinik kanıt yok; bu nedenle iddia mevcut kanıtlarla çelişiyor.",direct,contradicts,primary_study,"retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,71.5
849,"Yüz cildinin sarkmasının nedeni cildin yaşlanması değil, boynun ve omurganın duruş bozukluğudur.",mekanizma,medium,ut7LN1iLSGA,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Yüzünüz Sarkiyor Çünkü Omurganiz Suçlu! 1 Daki̇kalik Boyun Egzersi̇zi̇ Ameli̇yatsiz Kaldiriyor,114,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.gunceldermatoloji.com/tr/alt-yuz-ve-boyun-sarkmalarinda-yapilabilecekler-nelerdir,"Retrieval paketindeki PubMed makaleleri (torasik kifoz-baş postürü, TMJ osteoartriti, servikojenik baş ağrısı) iddiayı doğrudan ele almıyor; bunlar kraniyofasiyal iskelet ilişkileri ve baş ağrısı ile ilgili, yüz cildi sarkması konusunu incelemiyor. Dermatoloji kaynakları ise net biçimde cilt sarkmasının temel nedeninin yaşla azalan kolajen/elastin üretimi, güneş hasarı, yağ dokusu kaybı olduğunu belirtiyor; boyun postürü sadece boyun bölgesi için 'diğer katkıda bulunan faktörlerden biri' olarak geçiyor, tek/ana neden olarak sunulmuyor. İddianın 'cilt yaşlanması değil, sadece postür bozukluğudur' şeklindeki dışlayıcı iddiası kaynaklarla çelişiyor, ancak postürün hiç katkısı olmadığı da söylenmediğinden orta düzey güvenle 'yanlış' değerlendiriliyor.",direct,contradicts,other,"web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Claude'un kendi aramasından (pakette değildi),55.0
693,Pancarın yüksek doğal şeker içeriği diyabet hastaları için onu daha sorunlu bir sebze haline getirir.,diğer,low,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,1071,v2.1,yanlış,0.55,77.5,yüksek_şüpheli,0.0,1.0,0.0,native,,,,https://www.insulinresistance.health/glycemic-index/beets,"Kaynaklar pancarın orta düzeyde bir glisemik indekse (GI ~61-70) sahip olduğunu, ancak porsiyon başına karbonhidrat/şeker içeriğinin düşük olması nedeniyle glisemik yükünün (GL) düşük (~4-6) kaldığını gösteriyor; diyabet açısından asıl belirleyici olan glisemik yüktür ve bu düşük olduğu için pancar 'daha sorunlu' bir sebze olarak nitelendirilmiyor. Birden fazla diyabet/beslenme kaynağı pancarın lif ve su içeriği sayesinde ölçülü porsiyonlarda diyabetik beslenme planına rahatlıkla uyduğunu belirtiyor; iddianın öne sürdüğü gibi 'yüksek şeker = sorunlu sebze' basitleştirmesi, glisemik yük kavramı göz ardı edildiği için yanıltıcı bulunuyor. Ancak kaynakların çoğu birincil klinik çalışma veya resmi kılavuz değil, blog/diyetisyen sitesi düzeyinde olduğundan güven orta seviyede tutuldu.",direct,contradicts,other,,Model 'yanlış' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,düşük,Kaynak türü belirtilmedi,44.0
1195,Akşamları ayakları şişen kişilere genellikle sorunun kalpte olduğu söylenip işe yaramayan ilaçlar verilmiştir; oysa sorun lenf sisteminin doğru çalışmamasıdır.,tanı,high,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",1417,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.aafp.org/pubs/afp/issues/2022/1100/peripheral-edema.html,"Kanıtlar, kronik bacak/ayak ödeminin çok sayıda farklı nedeni olduğunu ve klinik değerlendirmenin etiyolojiye göre farklılaştığını gösteriyor; bir aile hekimliği çalışmasında bacak ödemi olan hastalarda ilk klinik izlenimler venöz yetmezlik (%71), konjestif kalp yetmezliği (%18) ve nefrotik sendrom (%13) olarak dağılmış, lenfödem ise nadir bir 'diğer neden' kategorisinde kalmıştır. AAFP'nin periferik ödem kılavuzu da tanının BNP, ekokardiyografi, venöz Doppler gibi çoklu testlerle ayrımını önermekte ve lenfödemin genellikle klinik tanı olduğunu, kalp yetmezliğinin dışlanması gerektiğini belirtmektedir — yani iddianın ima ettiği 'akşam ayak şişmesi olan herkese kalp denip yanlış ilaç verilir, asıl sorun genellikle lenf sistemidir' şeklindeki genelleme kanıtlarla uyuşmuyor; kalp yetmezliği gerçek ve sık bir neden olarak kalıyor, lenfödem ise görece nadir bir alt grup. Bu nedenle iddianın genelleyici ve tek nedene indirgeyen yapısı, mevcut tıbbi literatürdeki çok nedenli ve vaka bazlı ayırıcı tanı yaklaşımıyla çelişiyor.",direct,contradicts,other,"no_direct_evidence_expected,specificity_tier:background,tier_url:guideline->other,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — AAFP'nin periferik ödem kılavuzu da tanının BNP, ekokardiyografi, venöz Doppler gibi çoklu testlerle ayrımını önermekte ve lenfödemin genell… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),66.0
835,"Çörek otunun kavrulmamış (çiğ) formu, kavrulmuş forma göre şifalı bileşenlerini daha iyi korur.",diğer,low,rHEf_LBFi3k,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"İleri Yaş Uykusuzluğunun Düşmanı: Ucuz, Bulunması Kolay Ama Son Derece Etkili",1006,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/26124636/,"Doğrudan bu soruyu test eden çalışma (kaynak 5), kontrollü kavurmanın (50-150°C) çiğ tohuma göre daha yüksek timokinon içeriği ve daha güçlü antiproliferatif/NF-κB inhibe edici aktivite ürettiğini; ısıtılmamış tohumların ise sadece hafif etki gösterdiğini bulmuştur. Kaynak 1'de GC-MS ile tespit edilen bileşik sayısı N. arvensis'te kavurmayla azalırken N. sativa'da artmış, yani etkinin türe göre değiştiği görülüyor. Bu nedenle 'çiğ form kavrulmuş forma göre şifalı bileşenleri daha iyi korur' genellemesi mevcut kanıtlarla desteklenmiyor; en azından timokinon ve antikanser aktivite için tersi doğru görünüyor.",direct,contradicts,primary_study,"retrieval_cited,specificity_tier:supportive,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — Bu nedenle 'çiğ form kavrulmuş forma göre şifalı bileşenleri daha iyi korur' genellemesi mevcut kanıtlarla desteklenmiyor; en azından timoki… kısmının doğrudan kanıtı var mı, bakın.",orta,Sağlanan kanıt paketinden,44.0
829,"Çörek otu küründe zamanlama kritiktir; yatmadan 45 dakika ila 1 saat önce uygulanmalıdır, aksi halde vücut uyku sinyalini işleyemez.",doz,medium,rHEf_LBFi3k,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"İleri Yaş Uykusuzluğunun Düşmanı: Ucuz, Bulunması Kolay Ama Son Derece Etkili",923,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.supplementler.com/bilgi-bankasi/corek-otu-yagi-faydalari,"Bulunan kaynaklar çörek otu yağının genel olarak yatmadan önce tüketilebileceğini ve uyku kalitesine yardımcı olabileceğini belirtiyor, ancak iddiadaki '45 dakika ila 1 saat önce' şeklinde spesifik ve kritik bir zamanlama penceresi hiçbir kaynakta yer almıyor. Aksine bir kaynak, çörek otu yağının tüketim saatinin etkinliği konusunda net bir bilimsel görüş birliği bulunmadığını açıkça ifade ediyor. 'Vücudun uyku sinyalini işleyemeyeceği' gibi kesin mekanistik iddia hiçbir bilimsel veya popüler kaynakla desteklenmiyor; bu, bilimsel dayanağı olmayan abartılı/uydurma bir zamanlama kuralı gibi görünüyor.",direct,contradicts,other,"specificity_tier:supportive,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — 'Vücudun uyku sinyalini işleyemeyeceği' gibi kesin mekanistik iddia hiçbir bilimsel veya popüler kaynakla desteklenmiyor; bu, bilimsel dayan… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),71.5
1013,"Bu egzersiz rutininin etkisiyle 30 günde küçük, 60 günde belirgin, 90 günde muazzam görsel değişim elde edilecektir.",tedavi,high,eiB05V3HVes,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi Hi̇ndi̇ Boynu 30 Sani̇yeli̇k Çene Egzersi̇zi̇yle Eri̇yor — Ameli̇yat Yok!,1093,v2,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://health.clevelandclinic.org/how-long-does-it-take-to-build-muscle,"İddia, 30-60-90 günlük kesin bir 'küçük-belirgin-muazzam' görsel değişim çizelgesi öne sürüyor; ancak güvenilir kaynaklar bunu doğrulamıyor. Cleveland Clinic'e göre görsel kas değişiklikleri için üç-dört haftada sadece performans artışı, iki-üç ayda 'hafif' görsel değişim ve gerçek belirgin/obvious değişim için dört-altı ay gerekiyor. Yani 90 günde 'muazzam' değişim beklentisi abartılı; hiçbir klinik kaynak 30 günde bile 'küçük görsel değişim' iddiasını desteklemiyor, ilk haftalarda görülen şey nöromüsküler adaptasyon ve performans artışıdır, görsel değil.",direct,contradicts,other,"specificity_tier:background,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — Yani 90 günde 'muazzam' değişim beklentisi abartılı; hiçbir klinik kaynak 30 günde bile 'küçük görsel değişim' iddiasını desteklemiyor, ilk … kısmının doğrudan kanıtı var mı, bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),71.5
1296,Yıllar içinde biriken protein açığı sarkopeninin bir numaralı sebebidir.,mekanizma,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1762,v2.1,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/41975774/,"Toplanan kanıtlar sarkopeninin çok faktörlü (multifaktöriyel) bir sendrom olduğunu göstermektedir; yaşlanma süreci, hormonal değişiklikler, inflamasyon, oksidatif stres, mitokondriyal disfonksiyon, inaktivite ve beslenme eksiklikleri (protein dahil) birlikte rol oynamaktadır. Hiçbir kaynak protein açığını 'bir numaralı' ya da tek başına en önemli sebep olarak öne çıkarmıyor; aksine yaşlanma süreci çoğu kaynakta ana/en yaygın neden olarak vurgulanıyor ve protein eksikliği bunun yanında sayılan katkısal faktörlerden biri. Bu nedenle iddianın 'protein açığı bir numaralı sebeptir' vurgusu mevcut literatürle desteklenmiyor.",direct,contradicts,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,55.0
1275,60 yaş üstü kişilerin kahvaltıda 20-30 gram yüksek kaliteli protein tüketmesi kas kütlesinin korunmasında en güçlü beslenme değişikliğidir.,doz,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1247,v2.1,yanlış,0.55,77.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/42502805/,"Kanıt paketindeki en güncel ve doğrudan çalışma olan sistematik derleme, 60 yaş üstü yetişkinlerde sabah/kahvaltı protein alımının kas kütlesi, kavrama gücü veya alt ekstremite gücünde anlamlı bir iyileşme sağlamadığını, kanıtların ise çok belirsiz olduğunu bildiriyor. Aynı derlemedeki tekil RCT'ler de (12 haftalık 20g x 2 protein takviyesi çalışması gibi) kas kütlesinde anlamlı fark bulamamıştır. İddianın 'en güçlü beslenme değişikliği' şeklindeki üstünlük ifadesi hiçbir kaynakta desteklenmiyor; toplam günlük protein alımı ve direnç egzersizinin kahvaltı zamanlamasından daha belirleyici olduğu yönünde kanıt var; bu nedenle iddia kaynaklarla çelişiyor sayılabilir, ancak bazı gözlemsel/scoping derlemeler kısmi olumlu ilişki de bildirdiğinden orta düzey güvenle 'yanlış' verildi.",direct,contradicts,primary_study,"no_direct_evidence_expected,retrieval_cited,specificity_tier:background,tier_url:systematic_review->primary_study,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — İddianın 'en güçlü beslenme değişikliği' şeklindeki üstünlük ifadesi hiçbir kaynakta desteklenmiyor; toplam günlük protein alımı ve direnç e… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Sağlanan kanıt paketinden,71.5
1112,Varislerin damar duvarındaki bir zayıflıktan kaynaklandığı inancı yanlıştır; asıl sorun venöz kapakçıkların zayıflamasıdır.,mekanizma,medium,Iw1akJ5SQgM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Varis Damarları Kayboluyor — Doktorların Asla Reçete Etmediği 5 Dakikalık Akşam Ritüeli,154,v2,yanlış,0.4,70.0,şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/19847861/,"İddia, varislerin damar duvarı zayıflığı ile ilgisini tamamen reddedip sorunu yalnızca venöz kapakçık zayıflığına indirgiyor; ancak kanıtlar bunun tersini gösteriyor. Kaynak [1] valvüler yetersizliğin uzun zamandır nedeni sanıldığını ama son kanıtların damar duvarı değişikliklerinin kapak disfonksiyonundan önce gelebileceğini belirtiyor. Kaynak [2] ve [3] de hem kapak yetersizliğinin hem de damar duvarı yapısal bozukluğunun (elastin/kollajen kaybı, düz kas proliferasyonu) birlikte rol oynadığını, hangisinin birincil olduğunun net olmadığını gösteriyor; yani mekanizma tek yönlü değil, çift yönlü ve tartışmalı. Bu nedenle 'kapakçık zayıflığı asıl sorun, duvar zayıflığı inancı yanlıştır' şeklindeki kesin ve tek yönlü iddia bilimsel literatürle uyuşmuyor.",direct,contradicts,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,40.0
1212,Yaşla birlikte bacak damarlarındaki kapakçıklar zayıflayarak kanı kalbe geri taşımakta zorlanır ve bu durum venöz kaynaklı şişliğe yol açar.,mekanizma,medium,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",444,v2,tartışmalı,0.68,63.6,şüpheli,0.0,0.0,0.0,web_search,,,,https://www.sciencedirect.com/science/article/abs/pii/S0895796725000468,"Kanıt paketi ve ek kaynaklar, yaşla birlikte venöz kapakçıkların zayıflayarak kanın kalbe dönüşünü zorlaştırdığını ve bunun venöz staz/ödeme yol açtığını tutarlı biçimde destekliyor. MedlinePlus, kapakçıkların zayıflamasının kanın geri kaçıp venlerde birikmesine (pooling) neden olduğunu belirtiyor; ScienceDirect'teki inceleme ise biyolojik yaşlanmanın ven duvarı ve kapakçık yapısında elastikiyet kaybına yol açtığını ve bunun CVI gelişimine zemin hazırladığını, klinik tablonun ödemi (C3) içerdiğini açıklıyor. İki bileşen de (kapakçık zayıflığı → venöz dönüş bozukluğu; bu durumun ödeme yol açması) aynı yönde ve birbirini destekleyen kaynaklarla örtüştüğü için doğrulanmış olarak değerlendirildi, ancak kaynakların bir kısmı klinik/tüketici odaklı olduğundan güven tam üst seviyede değil.",direct,supports,primary_study,"compound_tier_mismatch,specificity_tier:supportive,tier_url:systematic_review->primary_study,web_search_override","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",orta,Claude'un kendi aramasından (pakette değildi),27.2
895,"Ani gözaltı şişliği ve köpüklü idrar kombinasyonu, hasarlı böbrek filtrelerinden idrara protein sızdığının belirtisi olabilir.",mekanizma,medium,WtJzVPZroiY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Göz Altı Şişlikleri ve Torbalar İnatla Duruyor? Böbrekleriniz! Tam 60 Saniye Basın,528,v2,tartışmalı,0.65,63.0,şüpheli,0.0,0.0,0.0,web_search,,,,https://www.nm.org/healthbeat/healthy-tips/foamy-urine-whats-normal-whats-not,"Cleveland Clinic, proteinürinin köpüklü idrar yapabileceğini ve büyük miktarda protein kaybında yüz dahil vücutta şişlik (ödem) oluşabileceğini belirtiyor; Northwestern Medicine ayrıca köpüklü idrarın göz çevresinde şişlikle birlikte görülmesinin ciddi böbrek hastalığını gösterebileceğini vurguluyor. PubMed kaynağı [4] da proteinürinin glomerüler filtrasyon bariyerindeki hasardan kaynaklandığını doğruluyor, ancak paketteki kaynaklar 'ani gözaltı şişliği' ifadesini spesifik olarak ele almıyordu; web aramasıyla bulunan klinik kaynaklar bu boşluğu dolduruyor. İki bileşen (semptom kombinasyonu ve mekanizma) aynı yönde ve güvenilir kaynaklarla destekleniyor, bu yüzden doğrulanmış diyebiliriz, ancak kesinlik için ideal olarak resmi bir nefroloji rehberi tercih edilirdi.",direct,supports,other,"compound_tier_mismatch,specificity_tier:supportive,tier_cap:other,web_search_override","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",orta,Claude'un kendi aramasından (pakette değildi),26.0
76,Yoğurt ve ayran içerdiği kalsiyum ile kemik ve kas sağlığını destekler,tedavi,low,19wuSa9GlW0,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,60 Yaşından Sonra Bacaklarınız Güçsüzleşiyorsa Bu 6 Gıdayı Hemen Tüketin!,386,v1,tartışmalı,0.65,63.0,şüpheli,0.0,0.0,0.0,native,,,,https://www.news-medical.net/news/20251019/Yogurte28099s-impact-on-bone-health-falls-short-of-fracture-protection-review-finds.aspx,,,,other,,Model 'tartışmalı' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,yüksek,Kaynak türü belirtilmedi,33.8
66,Muz yemek potasyum içeriğiyle bacaklarda gece oluşan kramp hissini azaltır,tedavi,low,S79wnve6Bgk,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,60 Yaşından Sonra Bacaklar İlk Zayıflayan Bölge! Her Gün Bu 6 Besini Tüketin,301,v1,tartışmalı,0.65,63.0,şüpheli,1.0,0.0,0.0,native,onaylandı,,,https://www.today.com/health/diet-fitness/bananas-for-muscle-cramps-rcna241796,,,,other,tier_cap:other,Model 'tartışmalı' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,yüksek,Kaynak türü belirtilmedi,33.8
637,"60 yaşından sonra mide mukozası, B12 emiliminde gerekli olan intrinsik faktörü daha az üretir ve bu yaşta B12 eksikliği daha sık görülür.",mekanizma,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,877,v2.1,tartışmalı,0.65,63.0,şüpheli,0.0,1.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/10448529/,,,,primary_study,,Model 'tartışmalı' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,orta,Kaynak türü belirtilmedi,26.0
70,Vücut 60 yaşından sonra doğal olarak kas kütlesi kaybeder ve buna sarkopeni denir,mekanizma,low,19wuSa9GlW0,UCBhdMrBXcuq1IdPl8uO6KvQ,Dr. Elif Yılmaz,60 Yaşından Sonra Bacaklarınız Güçsüzleşiyorsa Bu 6 Gıdayı Hemen Tüketin!,107,v1,tartışmalı,0.65,63.0,şüpheli,0.0,1.0,0.0,native,,,,https://womenshealth.gov/sarcopenia,,,,other,tier_cap:other,Model 'tartışmalı' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,düşük,Kaynak türü belirtilmedi,26.0
1284,Ölçülü kahve tüketimi Alzheimer ve Parkinson gibi nörodejeneratif hastalıklara yakalanma riskini azaltır.,önleme,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1543,v2.1,tartışmalı,0.62,62.4,şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/39168304/,"Birden fazla derleme/inceleme (literatür taraması, kohort çalışması, klinik pratik özeti) ölçülü/düzenli kahve tüketiminin Alzheimer ve Parkinson riskiyle ters ilişkili olduğunu bildiriyor; örneğin UK Biobank kohortunda ≥3 kupa/gün kafeinli kahve için ADRD HR=0.75 ve PD HR=0.71 bulunmuş. Ancak tüm kaynaklar gözlemsel/ilişkisel nitelikte olup nedensellik kanıtlamıyor, mekanizma tam açıklanmamış ve bazı alt gruplarda (dekafeine, şekerli kahve) ilişki bulunmamış, bu yüzden güven orta düzeyde tutuldu. Bileşen haritasına göre her iki hastalık için de destekleyici yönde tutarlı kanıt olduğundan (ikisi de olumlu yönde) doğrulanmış olarak işaretlendi ama abartılı kesinlikten kaçınmak için confidence sınırlı tutuldu.",direct,supports,primary_study,"compound_tier_mismatch,package_only_forced,retrieval_cited,specificity_tier:direct","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",orta,Sağlanan kanıt paketinden,22.3
630,Demir eksikliği anemisi tedaviyle düzeltildiğinde bilişsel işlevlerde anlamlı iyileşme görülebilir.,tedavi,medium,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,730,v2.1,tartışmalı,0.6,62.0,şüpheli,0.0,0.0,0.0,native,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2831810/,,,,primary_study,default_conf,"Model düşük güvenle tartışmalı dedi — hangi kısım belirsiz, netleştirin.",yüksek,Kaynak türü belirtilmedi,31.2
360,Antibakteriyel ağız gargarası kullanımı pancarın nitrat-nitrit dönüşüm sürecini ve dolayısıyla iyileşme etkisini sıfırlar.,mekanizma,high,QBlBHEf0jm4,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Bu 30 Cent'lik Sebze 60 Yaş Sonrası Beyninizin Hafıza Merkezini Yeniden İnşa Ediyor,536,v1,tartışmalı,0.6,62.0,şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/25359409/,"Güçlü antibakteriyel (klorheksidin) gargaraların nitrat-nitrit dönüşümünü ciddi şekilde bozduğu iyi belgelenmiş; örneğin bir çalışmada oral nitrit üretimi %90 azalmış ve tükürükte nitrite dönüşüm tamamen ortadan kalkmış. Ancak diğer RCT'ler bunu 'blunt/attenuate' (azaltma, körelme) olarak tanımlıyor, tam 'sıfırlama' değil; zayıf antiseptiklerde etki daha sınırlı, ve BP üzerindeki klinik etki de tam sıfırlanma değil artış/azalma şeklinde raporlanıyor. Dolayısıyla 'sıfırlar' ifadesi bazı çalışmalarla uyumlu olsa da genel literatür 'önemli ölçüde azaltır/bozar' diline daha yakın, mutlak 'sıfırlama' iddiası abartılı sayılabilir.",direct,mixed,primary_study,"default_conf,retrieval_cited,default_conf","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",yüksek,Sağlanan kanıt paketinden,24.0
720,Sabit yorumdaki ücretsiz rehber bu tekniği tamamlar,mucize-ürün,high,DEMO_V2,DEMO_CH_B,Dr. Zeynep Erdem (Örnek Kanal B),Doktorların Söylemediği Perine Noktası,1014,v1,tartışmalı,0.6,62.0,şüpheli,0.0,0.0,0.0,native,,,,,,,,other,default_conf,"Model düşük güvenle tartışmalı dedi — hangi kısım belirsiz, netleştirin.",yüksek,Kaynak türü belirtilmedi,31.2
